source_latitude,source_longitude,dest_latitude,dest_longitude,time,coordinates
43.60979968994069,3.8722681109150767,43.61306964471535,3.8811339447818303,3057,43.6102007,3.8714985; 43.6104218,3.8716833; 43.6107376,3.8718989; 43.611243,3.8719698; 43.6118527,3.8719719; 43.6120029,3.8710622; 43.6122065,3.8683665; 43.6122687,3.8681751; 43.6125424,3.8677981; 43.612836,3.867445; 43.6133102,3.867933; 43.6138336,3.8684649; 43.6143763,3.8690358; 43.6148989,3.869789; 43.6150109,3.8698119; 43.6152298,3.8696359; 43.6154324,3.869583; 43.6155262,3.8695804; 43.6167607,3.8696126; 43.6164361,3.8705478; 43.6162546,3.8710705; 43.6160281,3.8717226; 43.6160293,3.871839; 43.6160609,3.8719398; 43.6166529,3.8727345; 43.6168363,3.872966; 43.6169798,3.8731766; 43.6170064,3.8733879; 43.6169082,3.8737113; 43.6167588,3.8739553; 43.6163096,3.8746165; 43.6161611,3.874781; 43.615926,3.8753818; 43.6157908,3.8756183; 43.6155002,3.8764888; 43.6152182,3.8774277; 43.6151655,3.8784184; 43.6151494,3.8789454; 43.6147877,3.8805217; 43.6147697,3.8809748; 43.6147292,3.8811261; 43.614657,3.8811767; 43.6142219,3.8807868; 43.6141393,3.8805814; 43.6140794,3.8805142; 43.6139187,3.8804862; 43.6138148,3.8804373; 43.6137392,3.8804472; 43.6136742,3.880509; 43.6134284,3.881126; 43.6133521,3.8811718
43.626273258152914,3.8569788449717635,43.63516093193841,3.8698546114913746,818,43.6264376,3.8563145; 43.6274504,3.8567353; 43.6282301,3.8567509; 43.6284638,3.85664; 43.6288126,3.8569767; 43.6288984,3.8570061; 43.6290128,3.8571112; 43.6291082,3.8572868; 43.629389,3.8578229; 43.6301239,3.8582315; 43.6306551,3.858671; 43.6309766,3.8588517; 43.6317794,3.8589299; 43.6317302,3.8595357; 43.6315913,3.8603618; 43.6316288,3.8605046; 43.6318667,3.8603616; 43.6331863,3.8602528; 43.6341651,3.8600423; 43.6343808,3.8599606; 43.634637,3.8598639; 43.6350622,3.8597321; 43.6355872,3.859601; 43.6359218,3.8597175; 43.6365015,3.8599873; 43.6367841,3.8599769; 43.6370707,3.8599205; 43.6370722,3.8600568; 43.6370416,3.8601554; 43.6367516,3.8606065; 43.6362735,3.8611115; 43.6356631,3.8615535; 43.6352668,3.8618626; 43.6350295,3.8620852; 43.6347637,3.8623606; 43.6343355,3.8628821; 43.6342439,3.8630159; 43.6340819,3.8633097; 43.6339873,3.86388; 43.6340438,3.8641768; 43.6341147,3.8644651; 43.6342028,3.8647835; 43.6343182,3.8652161; 43.6344059,3.8655603; 43.6347305,3.8668473; 43.6347295,3.8678234; 43.6348633,3.8682861; 43.6350065,3.8684481; 43.6351639,3.8684952; 43.6353041,3.8685159; 43.6354273,3.8686506; 43.6354195,3.8690881; 43.6353989,3.8696129; 43.635388,3.8698937
43.6324221245958,3.8773932633977526,43.62343759039923,3.8623266758223425,1624,43.6324958,3.8780748; 43.6323488,3.8782198; 43.6319211,3.8782434; 43.6312863,3.8784; 43.6308682,3.87862; 43.6305394,3.8786793; 43.63031,3.8784654; 43.6300301,3.8781481; 43.629556,3.8780236; 43.6288043,3.8775048; 43.6285161,3.8781856; 43.6273244,3.8781521; 43.6270721,3.8779858; 43.6268396,3.8777192; 43.6265653,3.8775493; 43.6261906,3.8773464; 43.6261352,3.8771399; 43.626319,3.8764831; 43.6264333,3.8760722; 43.6266341,3.8753261; 43.6267064,3.8750127; 43.6268622,3.8740909; 43.6269851,3.8731888; 43.6270258,3.8728392; 43.6270429,3.8724441; 43.6270317,3.8720736; 43.6269693,3.8703821; 43.6269496,3.8698985; 43.6268903,3.8694937; 43.6268287,3.869074; 43.6266634,3.8679772; 43.6265668,3.8671547; 43.6264614,3.8665283; 43.626416,3.8663236; 43.6263698,3.8661063; 43.6261727,3.8656339; 43.6259374,3.865224; 43.6255729,3.864649; 43.6254382,3.8644423; 43.6246597,3.8632541; 43.6241436,3.8623601; 43.6240821,3.8622596; 43.6239807,3.8622159; 43.6238808,3.8620903; 43.6237399,3.861874; 43.6233932,3.86143; 43.6231579,3.8610352; 43.6225598,3.8601095; 43.6224006,3.8600752; 43.6226746,3.8604639; 43.6232562,3.8612367; 43.6236961,3.8618561; 43.6237272,3.8620677; 43.6237125,3.862207; 43.6235282,3.8624452
43.6290273618737,3.8508360982855945,43.63747832012194,3.857541746337704,1686,43.6291296,3.8505226; 43.6296467,3.8503222; 43.6299357,3.8500147; 43.630149,3.8500233; 43.6303373,3.850063; 43.631217,3.8502666; 43.6312119,3.8496264; 43.631628,3.8492759; 43.6327295,3.8485294; 43.632987,3.8487939; 43.6332296,3.8489934; 43.6334801,3.8497187; 43.6335309,3.8498463; 43.6334988,3.8500502; 43.6329805,3.8508383; 43.6324154,3.8517111; 43.6319669,3.8523434; 43.6314235,3.8532667; 43.6316442,3.8536497; 43.6317536,3.8536413; 43.6322676,3.8527905; 43.632578,3.8521269; 43.6329397,3.8513824; 43.6338013,3.8502185; 43.6343061,3.8498472; 43.6344173,3.8499087; 43.6346366,3.8503809; 43.634948,3.8511132; 43.6349174,3.8512863; 43.6346689,3.8517207; 43.6346768,3.8519214; 43.6347937,3.852179; 43.6348579,3.855459; 43.6347779,3.8566598; 43.6349452,3.8568428; 43.6351431,3.8567371; 43.6354235,3.856131; 43.6359789,3.8554362; 43.6368791,3.8560169; 43.637301,3.8573879
43.603800037911185,3.888062686168669,43.611779009003264,3.894970769689317,3418,43.6038143,3.8877798; 43.6041078,3.8872734; 43.6042191,3.886718; 43.6043463,3.886079; 43.6047624,3.8862313; 43.605132,3.8863664; 43.6052549,3.8864068; 43.6060175,3.8860366; 43.6063235,3.8848445; 43.6063685,3.8846315; 43.607182,3.884968; 43.6072242,3.8850866; 43.607149,3.8854286; 43.6071298,3.8856129; 43.6070869,3.885719; 43.6070646,3.8858209; 43.6071083,3.8859; 43.6071841,3.8858981; 43.6072241,3.8858275; 43.6073094,3.8857722; 43.6074034,3.885763; 43.6076519,3.8857748; 43.607866,3.885719; 43.6083216,3.8858145; 43.6090405,3.8860506; 43.6091711,3.8862368; 43.6092312,3.8868346; 43.6092098,3.8878108; 43.609074,3.889748; 43.6090173,3.8905647; 43.6090106,3.8906618; 43.6089395,3.8916887; 43.6088481,3.8930245; 43.6087739,3.8940267; 43.6087665,3.8941611; 43.6087714,3.8944904; 43.6087914,3.8947775; 43.608919,3.894904; 43.6090251,3.8949012; 43.6092014,3.8947753; 43.6093303,3.8945447; 43.6094984,3.8944666; 43.6097504,3.894477; 43.610263,3.8945472; 43.6103855,3.8945863; 43.6107144,3.8946238
